Date,Type,Category,Amount,Account,Month
2024-01-24,Investment,FD,16171,Credit Card,Jan-2024
2024-09-18,Expense,Rent,6261,Bank,Sep-2024
2024-11-02,Income,Freelance,26724,Credit Card,Nov-2024
2024-06-14,Expense,Utilities,16313,Credit Card,Jun-2024
2024-08-05,Expense,Entertainment,6686,UPI,Aug-2024
2024-05-23,Expense,Rent,17731,Credit Card,May-2024
2024-05-12,Income,Salary,14652,Wallet,May-2024
2024-06-03,Income,Freelance,36355,Credit Card,Jun-2024
2024-07-11,Income,Salary,6340,Credit Card,Jul-2024
2024-07-16,Expense,Shopping,9201,Credit Card,Jul-2024
2024-10-10,Expense,Dining,17088,Wallet,Oct-2024
2024-12-10,Investment,Stocks,47342,UPI,Dec-2024
2024-02-29,Expense,Transport,3638,Credit Card,Feb-2024
2024-12-04,Expense,Groceries,1074,Wallet,Dec-2024
2024-10-31,Expense,Entertainment,17274,Bank,Oct-2024
2024-09-30,Expense,Dining,2849,Bank,Sep-2024
2024-10-23,Expense,Entertainment,8557,Credit Card,Oct-2024
2024-06-23,Investment,Stocks,48941,Credit Card,Jun-2024
2024-11-16,Investment,Mutual Funds,25613,Wallet,Nov-2024
2024-04-06,Investment,FD,31775,Bank,Apr-2024
2024-04-02,Expense,Dining,5069,Credit Card,Apr-2024
2024-08-09,Expense,Rent,13442,Credit Card,Aug-2024
2024-06-21,Expense,Rent,5154,Bank,Jun-2024
2024-03-25,Expense,Transport,18404,Wallet,Mar-2024
2024-01-15,Expense,Utilities,2699,UPI,Jan-2024
2024-03-10,Expense,Transport,4938,Bank,Mar-2024
2024-04-24,Expense,Shopping,15284,Credit Card,Apr-2024
2024-10-10,Expense,Utilities,7972,Bank,Oct-2024
2024-07-14,Investment,Gold,30591,Credit Card,Jul-2024
2024-11-22,Income,Freelance,56306,UPI,Nov-2024
2024-06-17,Expense,Shopping,7241,Credit Card,Jun-2024
2024-06-10,Expense,Transport,17098,Wallet,Jun-2024
2024-08-11,Expense,Entertainment,18033,Wallet,Aug-2024
2024-11-03,Income,Freelance,73130,UPI,Nov-2024
2024-01-11,Expense,Groceries,9225,Credit Card,Jan-2024
2024-08-18,Income,Interest,26632,Credit Card,Aug-2024
2024-04-17,Expense,Rent,17834,Credit Card,Apr-2024
2024-01-17,Investment,FD,15025,Bank,Jan-2024
2024-11-14,Investment,Gold,49426,Bank,Nov-2024
2024-07-11,Expense,Utilities,15699,Wallet,Jul-2024
2024-12-26,Expense,Utilities,11057,UPI,Dec-2024
2024-09-15,Income,Bonus,78317,Bank,Sep-2024
2024-02-26,Expense,Rent,10706,Credit Card,Feb-2024
2024-12-31,Income,Bonus,93065,UPI,Dec-2024
2024-06-30,Expense,Transport,16452,Wallet,Jun-2024
2024-04-25,Income,Salary,73027,UPI,Apr-2024
2024-02-23,Investment,Stocks,40868,Bank,Feb-2024
2024-04-13,Income,Interest,86763,Bank,Apr-2024
2024-05-05,Expense,Dining,9657,Bank,May-2024
2024-08-03,Expense,Transport,8546,Bank,Aug-2024
2024-07-19,Expense,Shopping,9667,Credit Card,Jul-2024
2024-01-23,Expense,Transport,5554,Bank,Jan-2024
2024-07-07,Expense,Utilities,1203,Bank,Jul-2024
2024-07-28,Investment,Mutual Funds,35205,UPI,Jul-2024
2024-12-05,Income,Interest,9669,UPI,Dec-2024
2024-05-02,Income,Bonus,63006,Credit Card,May-2024
2024-10-06,Income,Freelance,50818,UPI,Oct-2024
2024-06-09,Expense,Dining,314,Bank,Jun-2024
2024-09-19,Expense,Shopping,2391,Wallet,Sep-2024
2024-06-02,Expense,Rent,15461,Credit Card,Jun-2024
2024-12-24,Expense,Entertainment,8091,Bank,Dec-2024
2024-03-14,Income,Freelance,61375,Wallet,Mar-2024
2024-08-27,Income,Bonus,88988,UPI,Aug-2024
2024-04-28,Expense,Utilities,11899,Bank,Apr-2024
2024-12-06,Expense,Rent,8946,Wallet,Dec-2024
2024-02-23,Expense,Entertainment,3973,UPI,Feb-2024
2024-09-26,Expense,Dining,8266,UPI,Sep-2024
2024-08-12,Income,Bonus,98375,Wallet,Aug-2024
2024-04-30,Expense,Shopping,18353,Credit Card,Apr-2024
2024-03-06,Income,Salary,83601,Bank,Mar-2024
2024-11-23,Expense,Shopping,15500,Bank,Nov-2024
2024-09-15,Expense,Dining,7937,Credit Card,Sep-2024
2024-02-08,Expense,Utilities,726,Credit Card,Feb-2024
2024-01-21,Expense,Dining,17389,Bank,Jan-2024
2024-05-20,Investment,FD,4192,UPI,May-2024
2024-11-24,Expense,Rent,16190,Credit Card,Nov-2024
2024-07-03,Investment,Stocks,37994,Wallet,Jul-2024
2024-05-12,Expense,Transport,16143,Bank,May-2024
2024-07-17,Expense,Entertainment,3397,Credit Card,Jul-2024
2024-01-15,Expense,Shopping,11148,Bank,Jan-2024
2024-09-12,Expense,Utilities,8108,Wallet,Sep-2024
2024-12-22,Investment,FD,34854,UPI,Dec-2024
2024-03-26,Expense,Groceries,18698,UPI,Mar-2024
2024-05-09,Expense,Groceries,9247,Bank,May-2024
2024-09-28,Expense,Groceries,13796,Wallet,Sep-2024
2024-12-07,Expense,Rent,6465,Wallet,Dec-2024
2024-03-21,Income,Interest,6313,Credit Card,Mar-2024
2024-02-06,Expense,Transport,15817,Wallet,Feb-2024
2024-12-21,Expense,Utilities,18851,Credit Card,Dec-2024
2024-04-29,Expense,Transport,3246,UPI,Apr-2024
2024-08-20,Investment,FD,6682,Credit Card,Aug-2024
2024-12-28,Investment,Mutual Funds,10732,UPI,Dec-2024
2024-11-01,Investment,Gold,23696,Wallet,Nov-2024
2024-09-08,Income,Freelance,43873,Bank,Sep-2024
2024-10-15,Investment,Stocks,36074,Wallet,Oct-2024
2024-09-10,Expense,Dining,7501,Wallet,Sep-2024
2024-07-01,Investment,Stocks,5036,UPI,Jul-2024
2024-03-09,Expense,Dining,9190,UPI,Mar-2024
2024-12-09,Investment,Gold,43197,UPI,Dec-2024
2024-05-24,Expense,Groceries,10160,Credit Card,May-2024
2024-09-26,Income,Bonus,8196,Wallet,Sep-2024
2024-02-06,Expense,Groceries,12507,Wallet,Feb-2024
2024-05-15,Investment,FD,7502,Bank,May-2024
2024-04-01,Expense,Entertainment,4612,Wallet,Apr-2024
2024-03-22,Income,Freelance,9356,Credit Card,Mar-2024
2024-07-21,Income,Interest,28658,Credit Card,Jul-2024
2024-07-06,Expense,Entertainment,11233,Credit Card,Jul-2024
2024-03-04,Investment,FD,9451,Wallet,Mar-2024
2024-05-09,Income,Freelance,84952,Wallet,May-2024
2024-05-25,Investment,Mutual Funds,48622,UPI,May-2024
2024-06-08,Investment,Mutual Funds,12694,Wallet,Jun-2024
2024-05-30,Investment,Gold,9553,Wallet,May-2024
2024-09-22,Investment,Gold,21184,UPI,Sep-2024
2024-07-18,Income,Interest,18805,Credit Card,Jul-2024
2024-02-03,Expense,Dining,7696,Credit Card,Feb-2024
2024-12-13,Investment,Gold,40773,Credit Card,Dec-2024
2024-02-04,Investment,Gold,18250,Wallet,Feb-2024
2024-09-22,Expense,Dining,18585,Bank,Sep-2024
2024-06-20,Income,Salary,98244,Credit Card,Jun-2024
2024-03-18,Expense,Rent,14260,Credit Card,Mar-2024
2024-02-07,Investment,Gold,43378,Wallet,Feb-2024
2024-12-13,Expense,Entertainment,10349,Wallet,Dec-2024
2024-10-22,Investment,FD,43150,Bank,Oct-2024
2024-12-13,Expense,Groceries,16548,Credit Card,Dec-2024
2024-08-06,Expense,Entertainment,9390,Wallet,Aug-2024
2024-09-10,Investment,Gold,21425,Credit Card,Sep-2024
2024-06-26,Expense,Shopping,16837,UPI,Jun-2024
2024-12-30,Expense,Entertainment,1006,Bank,Dec-2024
2024-06-02,Expense,Shopping,8016,Wallet,Jun-2024
2024-10-27,Expense,Utilities,9420,UPI,Oct-2024
2024-11-29,Expense,Shopping,4274,Bank,Nov-2024
2024-04-18,Investment,FD,22691,Wallet,Apr-2024
2024-12-30,Expense,Transport,452,Credit Card,Dec-2024
2024-11-08,Investment,FD,10349,Wallet,Nov-2024
2024-01-26,Investment,Mutual Funds,22898,UPI,Jan-2024
2024-11-11,Expense,Groceries,4143,Wallet,Nov-2024
2024-04-09,Investment,Stocks,27674,Bank,Apr-2024
2024-07-14,Expense,Rent,2432,UPI,Jul-2024
2024-01-22,Expense,Shopping,18213,Bank,Jan-2024
2024-03-04,Expense,Entertainment,5015,Wallet,Mar-2024
2024-07-09,Income,Salary,74115,Credit Card,Jul-2024
2024-10-28,Expense,Utilities,4665,Credit Card,Oct-2024
2024-06-07,Expense,Rent,19621,Bank,Jun-2024
2024-10-12,Expense,Dining,8295,Bank,Oct-2024
2024-01-27,Expense,Shopping,1455,Credit Card,Jan-2024
2024-06-06,Income,Bonus,52831,Credit Card,Jun-2024
2024-10-02,Expense,Dining,9164,Bank,Oct-2024
2024-12-24,Investment,Stocks,10357,Wallet,Dec-2024
2024-07-01,Investment,FD,43762,UPI,Jul-2024
2024-01-09,Expense,Groceries,2710,Bank,Jan-2024
2024-11-23,Expense,Transport,6596,Bank,Nov-2024
2024-10-25,Expense,Dining,12272,Wallet,Oct-2024
2024-05-12,Expense,Shopping,13708,Wallet,May-2024
2024-10-18,Expense,Utilities,17037,Bank,Oct-2024
2024-04-02,Income,Freelance,34338,Wallet,Apr-2024
2024-08-08,Income,Bonus,26146,Bank,Aug-2024
2024-04-14,Expense,Dining,2807,Credit Card,Apr-2024
2024-02-16,Expense,Entertainment,11659,Bank,Feb-2024
2024-05-23,Income,Salary,51237,Bank,May-2024
2024-07-08,Expense,Utilities,7957,Credit Card,Jul-2024
2024-01-28,Income,Salary,65512,Bank,Jan-2024
2024-05-22,Expense,Utilities,1648,Credit Card,May-2024
2024-04-09,Investment,Stocks,45554,Credit Card,Apr-2024
2024-09-05,Income,Salary,68510,Credit Card,Sep-2024
2024-06-20,Expense,Dining,4532,Credit Card,Jun-2024
2024-09-14,Investment,Gold,13038,UPI,Sep-2024
2024-07-28,Investment,Gold,2854,Credit Card,Jul-2024
2024-04-02,Income,Salary,59681,Wallet,Apr-2024
2024-03-03,Income,Bonus,84201,Credit Card,Mar-2024
2024-02-06,Expense,Groceries,8358,Credit Card,Feb-2024
2024-11-25,Income,Interest,87750,Wallet,Nov-2024
2024-05-19,Investment,Mutual Funds,26047,Wallet,May-2024
2024-06-14,Expense,Utilities,19226,Wallet,Jun-2024
2024-10-23,Expense,Groceries,14994,Credit Card,Oct-2024
2024-10-05,Income,Interest,53479,Credit Card,Oct-2024
2024-12-18,Expense,Groceries,4305,Bank,Dec-2024
2024-06-16,Income,Bonus,69666,Bank,Jun-2024
2024-06-01,Expense,Rent,17764,UPI,Jun-2024
2024-11-07,Investment,Mutual Funds,21049,Credit Card,Nov-2024
2024-12-06,Income,Interest,56243,Credit Card,Dec-2024
2024-06-28,Income,Interest,94089,Credit Card,Jun-2024
2024-10-18,Income,Freelance,11387,Credit Card,Oct-2024
2024-04-02,Expense,Transport,13358,Wallet,Apr-2024
2024-11-11,Expense,Groceries,3762,Credit Card,Nov-2024
2024-07-02,Expense,Transport,5713,Bank,Jul-2024
2024-08-21,Expense,Groceries,7544,Credit Card,Aug-2024
2024-08-26,Income,Salary,55586,UPI,Aug-2024
2024-07-29,Expense,Entertainment,3088,Bank,Jul-2024
2024-02-29,Expense,Shopping,6214,Wallet,Feb-2024
2024-08-15,Expense,Entertainment,16476,UPI,Aug-2024
2024-03-22,Expense,Shopping,18110,UPI,Mar-2024
2024-10-30,Expense,Rent,4629,Credit Card,Oct-2024
2024-10-23,Expense,Transport,17721,Bank,Oct-2024
2024-03-04,Income,Interest,54511,Credit Card,Mar-2024
2024-03-20,Expense,Rent,1188,Bank,Mar-2024
2024-01-07,Income,Interest,51691,Credit Card,Jan-2024
2024-03-12,Investment,Stocks,1792,Bank,Mar-2024
2024-03-05,Income,Freelance,50545,Credit Card,Mar-2024
2024-03-08,Expense,Transport,6547,Credit Card,Mar-2024
2024-04-24,Expense,Shopping,7192,Wallet,Apr-2024
2024-10-03,Expense,Dining,13453,Credit Card,Oct-2024
2024-04-24,Expense,Entertainment,16031,Bank,Apr-2024
2024-01-13,Expense,Entertainment,8358,Credit Card,Jan-2024
2024-12-02,Expense,Transport,2686,UPI,Dec-2024
2024-06-28,Investment,Mutual Funds,8148,Wallet,Jun-2024
2024-09-07,Expense,Dining,4357,Credit Card,Sep-2024
2024-08-08,Expense,Groceries,285,Wallet,Aug-2024
2024-06-04,Income,Salary,18817,Bank,Jun-2024
2024-11-27,Expense,Groceries,18203,Credit Card,Nov-2024
2024-08-10,Investment,Stocks,6962,Wallet,Aug-2024
2024-01-08,Expense,Dining,789,Bank,Jan-2024
2024-09-30,Investment,Gold,44608,UPI,Sep-2024
2024-12-29,Expense,Utilities,12581,Wallet,Dec-2024
2024-01-01,Expense,Dining,12793,Wallet,Jan-2024
2024-10-20,Expense,Rent,3675,Bank,Oct-2024
2024-12-05,Expense,Transport,18268,Credit Card,Dec-2024
2024-01-18,Income,Interest,62982,Wallet,Jan-2024
2024-02-18,Investment,Gold,26630,Credit Card,Feb-2024
2024-10-19,Expense,Utilities,12883,Credit Card,Oct-2024
2024-12-27,Income,Salary,30813,UPI,Dec-2024
2024-01-23,Income,Bonus,36263,Wallet,Jan-2024
2024-02-22,Income,Freelance,74485,Credit Card,Feb-2024
2024-02-13,Investment,FD,6235,Credit Card,Feb-2024
2024-04-16,Expense,Rent,17888,UPI,Apr-2024
2024-04-26,Expense,Utilities,11336,Credit Card,Apr-2024
2024-12-12,Income,Interest,54821,UPI,Dec-2024
2024-11-27,Income,Freelance,70860,Credit Card,Nov-2024
2024-11-28,Expense,Transport,13028,UPI,Nov-2024
2024-06-21,Expense,Groceries,2312,Wallet,Jun-2024
2024-09-15,Expense,Utilities,17135,Bank,Sep-2024
2024-08-23,Expense,Utilities,4307,Wallet,Aug-2024
2024-12-03,Expense,Shopping,18008,Credit Card,Dec-2024
2024-03-29,Expense,Dining,13167,UPI,Mar-2024
2024-02-21,Income,Bonus,52464,UPI,Feb-2024
2024-03-25,Investment,Stocks,43479,Wallet,Mar-2024
2024-10-03,Expense,Transport,3017,Wallet,Oct-2024
2024-12-06,Expense,Utilities,1750,Credit Card,Dec-2024
2024-07-25,Expense,Groceries,10294,Credit Card,Jul-2024
2024-02-21,Investment,Stocks,9118,UPI,Feb-2024
2024-03-19,Expense,Shopping,15790,Credit Card,Mar-2024
2024-10-17,Expense,Transport,12758,Wallet,Oct-2024
2024-02-16,Expense,Entertainment,19614,Wallet,Feb-2024
2024-05-15,Investment,FD,46665,Bank,May-2024
2024-01-24,Expense,Shopping,7844,Wallet,Jan-2024
2024-10-21,Income,Bonus,90914,UPI,Oct-2024
2024-11-28,Expense,Groceries,10396,Bank,Nov-2024
2024-08-28,Income,Salary,76166,Bank,Aug-2024
2024-02-20,Investment,FD,49912,Credit Card,Feb-2024
2024-11-12,Expense,Shopping,9850,Wallet,Nov-2024
2024-01-25,Income,Freelance,12183,Wallet,Jan-2024
2024-03-06,Expense,Transport,18315,Credit Card,Mar-2024
2024-03-03,Expense,Entertainment,3131,Wallet,Mar-2024
2024-03-14,Income,Freelance,94180,Bank,Mar-2024
2024-05-31,Income,Freelance,55972,Bank,May-2024
2024-05-24,Income,Bonus,69746,Bank,May-2024
2024-10-10,Expense,Rent,18119,UPI,Oct-2024
2024-06-23,Investment,Stocks,1786,Wallet,Jun-2024
2024-12-09,Expense,Groceries,6058,Credit Card,Dec-2024
2024-05-30,Expense,Entertainment,17603,UPI,May-2024
2024-02-08,Expense,Transport,18549,UPI,Feb-2024
2024-09-29,Income,Salary,70814,Wallet,Sep-2024
2024-09-26,Expense,Shopping,1454,Wallet,Sep-2024
2024-06-19,Expense,Groceries,16360,UPI,Jun-2024
2024-01-24,Expense,Transport,5027,Credit Card,Jan-2024
2024-08-12,Income,Bonus,35070,Bank,Aug-2024
2024-05-30,Expense,Utilities,12845,Wallet,May-2024
2024-10-29,Expense,Dining,14536,Bank,Oct-2024
2024-02-17,Expense,Dining,7570,UPI,Feb-2024
2024-10-09,Income,Bonus,71909,Bank,Oct-2024
2024-03-10,Income,Interest,33636,Credit Card,Mar-2024
2024-09-24,Expense,Groceries,8116,Credit Card,Sep-2024
2024-01-05,Expense,Dining,2680,UPI,Jan-2024
2024-12-24,Income,Freelance,77172,Wallet,Dec-2024
2024-10-10,Expense,Shopping,19456,Wallet,Oct-2024
2024-03-04,Expense,Groceries,19263,Bank,Mar-2024
2024-08-13,Expense,Rent,3081,Credit Card,Aug-2024
2024-07-11,Investment,FD,7023,Wallet,Jul-2024
2024-05-15,Expense,Transport,6266,UPI,May-2024
2024-05-27,Expense,Groceries,7378,Wallet,May-2024
2024-10-18,Investment,Mutual Funds,12476,Credit Card,Oct-2024
2024-11-02,Expense,Dining,11179,Wallet,Nov-2024
2024-02-28,Investment,Stocks,8164,UPI,Feb-2024
2024-02-25,Expense,Shopping,12526,Wallet,Feb-2024
2024-01-04,Investment,Mutual Funds,22056,Wallet,Jan-2024
2024-05-23,Investment,FD,33769,Credit Card,May-2024
2024-01-13,Expense,Transport,9338,UPI,Jan-2024
2024-03-04,Expense,Groceries,6320,Wallet,Mar-2024
2024-01-26,Expense,Transport,2641,Credit Card,Jan-2024
2024-03-17,Income,Bonus,18660,Credit Card,Mar-2024
2024-05-28,Expense,Dining,464,Bank,May-2024
2024-01-25,Investment,Stocks,1310,UPI,Jan-2024
2024-04-03,Expense,Entertainment,15127,Wallet,Apr-2024
2024-05-27,Expense,Utilities,10737,Wallet,May-2024
2024-10-13,Expense,Shopping,19059,Credit Card,Oct-2024
2024-02-01,Expense,Utilities,5429,UPI,Feb-2024
2024-07-16,Income,Salary,79232,Bank,Jul-2024
2024-03-17,Income,Interest,19966,Wallet,Mar-2024
2024-02-08,Income,Freelance,78906,Credit Card,Feb-2024
2024-04-18,Income,Salary,53465,Bank,Apr-2024
2024-10-28,Investment,Mutual Funds,25781,UPI,Oct-2024
2024-12-10,Investment,Stocks,33432,Bank,Dec-2024
2024-03-30,Investment,Mutual Funds,34531,Wallet,Mar-2024
2024-10-31,Expense,Transport,4770,Credit Card,Oct-2024
2024-10-12,Expense,Rent,4485,Wallet,Oct-2024
2024-11-05,Expense,Dining,17888,Wallet,Nov-2024
2024-04-01,Expense,Entertainment,4182,Credit Card,Apr-2024
2024-10-06,Expense,Rent,15903,Bank,Oct-2024
2024-07-28,Expense,Groceries,5679,UPI,Jul-2024
2024-10-16,Expense,Entertainment,7011,Bank,Oct-2024
2024-01-17,Income,Salary,54950,Credit Card,Jan-2024
2024-05-08,Expense,Entertainment,9485,UPI,May-2024
2024-02-03,Expense,Dining,614,Credit Card,Feb-2024
2024-07-31,Expense,Shopping,14154,UPI,Jul-2024
2024-04-07,Expense,Dining,4929,UPI,Apr-2024
2024-05-29,Expense,Dining,11361,Credit Card,May-2024
2024-02-09,Expense,Shopping,16726,Wallet,Feb-2024
2024-03-28,Income,Bonus,81096,UPI,Mar-2024
2024-08-07,Income,Bonus,34779,Wallet,Aug-2024
2024-07-30,Expense,Shopping,2265,UPI,Jul-2024
2024-06-03,Investment,FD,16789,Bank,Jun-2024
2024-03-22,Expense,Dining,6599,Bank,Mar-2024
2024-05-06,Expense,Rent,1810,Bank,May-2024
2024-08-05,Investment,Stocks,8598,Wallet,Aug-2024
2024-07-27,Investment,Stocks,26480,Wallet,Jul-2024
2024-08-18,Expense,Transport,13301,Bank,Aug-2024
2024-07-25,Expense,Groceries,16336,Wallet,Jul-2024
2024-05-31,Income,Bonus,68047,UPI,May-2024
2024-02-15,Income,Interest,58243,Credit Card,Feb-2024
2024-06-30,Investment,Mutual Funds,22387,Bank,Jun-2024
2024-06-29,Expense,Dining,18474,UPI,Jun-2024
2024-11-18,Expense,Shopping,18748,Wallet,Nov-2024
2024-06-27,Expense,Dining,7520,UPI,Jun-2024
2024-08-15,Expense,Dining,861,UPI,Aug-2024
2024-06-01,Expense,Entertainment,5209,Credit Card,Jun-2024
2024-07-31,Expense,Dining,4750,Credit Card,Jul-2024
2024-11-02,Investment,FD,31141,UPI,Nov-2024
2024-07-08,Expense,Groceries,4914,Wallet,Jul-2024
2024-12-16,Investment,Gold,42727,Bank,Dec-2024
2024-04-24,Expense,Groceries,12620,Credit Card,Apr-2024
2024-06-08,Expense,Utilities,6297,Bank,Jun-2024
2024-10-11,Investment,FD,45283,Bank,Oct-2024
2024-06-15,Income,Interest,6972,Bank,Jun-2024
2024-02-23,Investment,FD,25954,Bank,Feb-2024
2024-09-25,Investment,Gold,34950,Wallet,Sep-2024
2024-08-16,Expense,Rent,13796,UPI,Aug-2024
2024-10-30,Income,Freelance,75841,UPI,Oct-2024
2024-02-01,Expense,Transport,723,Bank,Feb-2024
2024-09-10,Expense,Shopping,14213,Credit Card,Sep-2024
2024-02-06,Expense,Dining,2202,UPI,Feb-2024
2024-10-08,Income,Salary,84828,Wallet,Oct-2024
2024-01-14,Expense,Rent,17579,Credit Card,Jan-2024
2024-04-01,Expense,Dining,19261,Wallet,Apr-2024
2024-05-16,Investment,Mutual Funds,40958,Credit Card,May-2024
2024-12-13,Expense,Dining,10369,UPI,Dec-2024
2024-10-19,Expense,Rent,7886,Credit Card,Oct-2024
2024-08-18,Investment,Stocks,44726,Wallet,Aug-2024
2024-04-09,Expense,Groceries,3687,Bank,Apr-2024
2024-10-08,Investment,Stocks,43510,Credit Card,Oct-2024
2024-11-01,Expense,Transport,15776,UPI,Nov-2024
2024-07-03,Expense,Shopping,1021,UPI,Jul-2024
2024-11-15,Investment,FD,35180,Credit Card,Nov-2024
2024-06-16,Expense,Groceries,3012,Bank,Jun-2024
2024-09-20,Income,Freelance,21512,Credit Card,Sep-2024
2024-02-26,Expense,Rent,19506,UPI,Feb-2024
2024-09-10,Income,Freelance,55965,Wallet,Sep-2024
2024-09-02,Investment,Stocks,31568,Bank,Sep-2024
2024-06-26,Expense,Entertainment,19321,Wallet,Jun-2024
2024-03-26,Income,Interest,92676,UPI,Mar-2024
2024-09-09,Expense,Dining,15902,Wallet,Sep-2024
2024-08-14,Expense,Rent,7232,Wallet,Aug-2024
2024-08-04,Investment,Mutual Funds,11140,Bank,Aug-2024
2024-03-12,Investment,Stocks,10613,Bank,Mar-2024
2024-04-18,Income,Interest,67694,Bank,Apr-2024
2024-01-09,Investment,Gold,32861,Credit Card,Jan-2024
2024-08-16,Expense,Entertainment,10154,Bank,Aug-2024
2024-07-27,Investment,Gold,39767,Credit Card,Jul-2024
2024-11-29,Expense,Rent,13844,UPI,Nov-2024
2024-10-08,Income,Bonus,8509,Wallet,Oct-2024
2024-06-13,Expense,Entertainment,5534,Bank,Jun-2024
2024-08-28,Expense,Entertainment,12413,Credit Card,Aug-2024
2024-07-19,Expense,Groceries,4241,Wallet,Jul-2024
2024-06-18,Expense,Rent,18688,Credit Card,Jun-2024
2024-08-29,Expense,Dining,16498,Credit Card,Aug-2024
2024-02-12,Expense,Shopping,14945,Wallet,Feb-2024
2024-04-14,Expense,Transport,19755,Bank,Apr-2024
2024-05-27,Income,Bonus,86586,UPI,May-2024
2024-11-22,Expense,Shopping,11451,Credit Card,Nov-2024
2024-09-02,Expense,Shopping,2954,UPI,Sep-2024
2024-06-23,Income,Bonus,73391,Wallet,Jun-2024
2024-11-28,Income,Freelance,54519,Credit Card,Nov-2024
2024-01-28,Expense,Transport,9776,UPI,Jan-2024
2024-06-24,Expense,Shopping,6716,Bank,Jun-2024
2024-09-04,Expense,Dining,12708,UPI,Sep-2024
2024-02-15,Expense,Dining,10421,Credit Card,Feb-2024
2024-07-01,Income,Bonus,15615,Bank,Jul-2024
2024-01-02,Expense,Dining,15951,Credit Card,Jan-2024
2024-04-30,Expense,Groceries,16991,Bank,Apr-2024
2024-03-30,Expense,Rent,14103,UPI,Mar-2024
2024-01-20,Investment,Mutual Funds,10496,Bank,Jan-2024
2024-08-26,Investment,FD,16138,Wallet,Aug-2024
2024-05-26,Expense,Rent,8665,Credit Card,May-2024
2024-07-22,Expense,Entertainment,236,UPI,Jul-2024
2024-08-02,Expense,Rent,7201,UPI,Aug-2024
2024-06-13,Expense,Transport,342,Bank,Jun-2024
2024-07-30,Expense,Utilities,1864,UPI,Jul-2024
2024-04-09,Investment,Gold,2081,Bank,Apr-2024
2024-05-10,Expense,Shopping,17294,UPI,May-2024
2024-10-22,Expense,Transport,4614,UPI,Oct-2024
2024-12-14,Income,Interest,52055,Bank,Dec-2024
2024-04-27,Expense,Utilities,14484,Bank,Apr-2024
2024-05-23,Expense,Transport,14538,Wallet,May-2024
2024-06-11,Expense,Shopping,7625,Wallet,Jun-2024
2024-08-10,Income,Salary,11780,UPI,Aug-2024
2024-09-22,Investment,Stocks,26122,Credit Card,Sep-2024
2024-03-21,Expense,Shopping,16683,Wallet,Mar-2024
2024-03-23,Income,Bonus,49963,Bank,Mar-2024
2024-06-14,Income,Bonus,99868,Wallet,Jun-2024
2024-08-02,Investment,Stocks,44381,Wallet,Aug-2024
2024-11-21,Expense,Groceries,10981,Bank,Nov-2024
2024-04-20,Income,Salary,72435,UPI,Apr-2024
2024-04-01,Expense,Entertainment,7350,Bank,Apr-2024
2024-08-12,Income,Interest,90039,Credit Card,Aug-2024
2024-10-05,Income,Salary,30284,UPI,Oct-2024
2024-05-26,Expense,Dining,9031,UPI,May-2024
2024-05-07,Expense,Utilities,2203,Credit Card,May-2024
2024-04-27,Investment,FD,43417,UPI,Apr-2024
2024-12-21,Investment,Gold,10673,Credit Card,Dec-2024
2024-07-22,Investment,Mutual Funds,10226,Bank,Jul-2024
2024-02-18,Expense,Entertainment,2944,Wallet,Feb-2024
2024-03-12,Income,Salary,59656,UPI,Mar-2024
2024-06-26,Expense,Utilities,8430,Credit Card,Jun-2024
2024-10-11,Expense,Dining,1566,UPI,Oct-2024
2024-01-02,Expense,Entertainment,1649,Bank,Jan-2024
2024-05-26,Investment,Gold,31718,Credit Card,May-2024
2024-11-22,Expense,Transport,566,Wallet,Nov-2024
2024-09-22,Expense,Rent,1095,Bank,Sep-2024
2024-12-13,Expense,Entertainment,9283,Bank,Dec-2024
2024-02-19,Investment,FD,41841,Credit Card,Feb-2024
2024-03-18,Expense,Rent,1208,Bank,Mar-2024
2024-07-17,Expense,Groceries,7298,Wallet,Jul-2024
2024-10-31,Income,Salary,22477,Credit Card,Oct-2024
2024-06-03,Expense,Shopping,7092,UPI,Jun-2024
2024-04-21,Expense,Utilities,12008,UPI,Apr-2024
2024-03-24,Expense,Utilities,4757,UPI,Mar-2024
2024-07-28,Expense,Groceries,16199,UPI,Jul-2024
2024-05-25,Income,Salary,54615,UPI,May-2024
2024-09-06,Expense,Dining,1799,UPI,Sep-2024
2024-06-22,Expense,Shopping,13077,UPI,Jun-2024
2024-01-28,Income,Freelance,41170,Wallet,Jan-2024
2024-06-14,Expense,Shopping,13844,Wallet,Jun-2024
2024-01-13,Expense,Entertainment,4127,Credit Card,Jan-2024
2024-07-16,Expense,Entertainment,10580,Credit Card,Jul-2024
2024-06-06,Expense,Utilities,4226,Bank,Jun-2024
2024-08-28,Investment,Gold,41643,UPI,Aug-2024
2024-03-22,Expense,Utilities,17030,UPI,Mar-2024
2024-04-25,Expense,Dining,3296,Wallet,Apr-2024
2024-01-20,Expense,Rent,5112,Wallet,Jan-2024
2024-09-17,Income,Salary,31496,UPI,Sep-2024
2024-07-25,Expense,Dining,17894,UPI,Jul-2024
2024-05-14,Expense,Utilities,17640,Credit Card,May-2024
2024-06-10,Investment,Mutual Funds,11420,Bank,Jun-2024
2024-04-08,Expense,Transport,308,UPI,Apr-2024
2024-10-03,Expense,Shopping,7326,Wallet,Oct-2024
2024-05-31,Investment,FD,25244,Bank,May-2024
